,listing_id,address,property_type,property_link,price_per_month,featured_property,dates_available,furnishing,letting_type,date_added,date_reduced,description,longitude,latitude,initial_scrape_date,most_recent_scrape_date,Bermondsey,Borough,Canada Water,Elephant & Castle,Elephant & Castle (Bakerloo),Elephant & Castle (Northern),London Bridge,Monument,Queens Road Peckham,Rotherhithe,South Bermondsey,Southwark,Surrey Quays,Tower Gateway,Tower Hill,Wapping
38,77192174,"Abbey Street, London, SE1",2 bedroom apartment,https://www.rightmove.co.uk//property-to-rent/property-77192174.html,"£1,560 pcm",,Now,Furnished,Long term,,05 December 2018 (13 days ago),"CITY DOCKLANDS present to market this two bedroom apartment set on the 8th floor of the popular Lupin Point, boasting 180 degree South facing views.This two double bedroom flat is offered in good condition throughout with modern bathroom and kitchen. With 650 sq ft of living space, two double bedrooms and enjoying the benefits of a large private balcony.Located just a short distance from the bars and restaurants of Shad Thames and Bermondsey Street, this location is great for an easy commute via London Bridge and Bermondsey stations.",-0.071087,51.498657,18/12/2018,19/12/2018,0.3 mi,,,,,,,,,,,,,,0.8 mi,0.8 mi
39,68907976,"Acanthus Drive, Bermondsey, SE1 5HH",2 bedroom flat,https://www.rightmove.co.uk//property-to-rent/property-68907976.html,"£1,400 pcm",,01/02/2019,"Furnished or unfurnished, landlord is flexible",,04 December 2018 (14 days ago),,"Folio London is delighted to offer this spacious two bedroom apartment. With an open planned living/dinning area. Beautifully decorated throughout.Located in Zone 2 there are excellent public transport links. This property is close to Bermondsey Station (jubilee) and Borough tube station (northern).5 minute walk to bus stops & 24 hour buses5 minute walk to retail parks, supermarkets and shops10 minute bus ride to Borough Station (northern line), London Bridge (northern & jubilee & rail) & Elephant & Castle (norther & Bakerloo & rail)20 minute walk to Bermondsey Station (jubilee line)There is resident permit parking available. To meet the reference criteria for this property, you will need to earn a minimum household income of £42,000 p.a.  We are trusted landlords that DO NOT charge fees. At Folio we are passionate about finding you a home that you will love. We have been matching up people with properties since 2007; establishing great relationships, opinions and feedback that strive us to be different. We want to be the landlord that you can really trust. We care about our residents and we care about people. One way we show this is by reinvesting all of our profits into providing homes for those who cannot otherwise afford them and supporting initiatives, such as women?s refugees and homelessness projects. At Folio we do things a little different. Unlike other estate agents, we own every home we rent. This means no fees, no hidden costs and a dedicated Folio team to look after your needs. We put our residents first. Live DifferentLive BetterLive with Folio",-0.0683,51.488233,18/12/2018,19/12/2018,0.7 mi,,,,,,,,,,0.6 mi,,1.0 mi,,,
40,77634506,Burnham Close London SE1,1 bedroom apartment,https://www.rightmove.co.uk//property-to-rent/property-77634506.html,"£1,300 pcm",,07/01/2019,Part-furnished,Long term,04 December 2018 (14 days ago),,A smart one bedroom flat to rent in a popular and peaceful location. Beautifully presented and with easy access to local shops and amenities as well as bus routes to the city.SE1 is an incredible area with something for everyone. There is always something to discover or somewhere new popping up to try. The river offers an open space for everything from eating out to exercising and socialising.,-0.072758,51.489781,18/12/2018,19/12/2018,0.7 mi,,,,,,,,,,0.8 mi,,1.1 mi,,,
41,58564752,"7 John Maurice Close, London, SE17",2 bedroom flat,https://www.rightmove.co.uk//property-to-rent/property-58564752.html,"£1,500 pcm",,01/01/2019,Furnished,Long term,04 December 2018 (14 days ago),,"The Property** OPEN HOUSE THURSDAY 06.12.18 @ 5PM-6PM **OFFERS IN EXCESS OF £1500PCMAVAILABLE 01.01.19 - LONG LETFURNISHED/PART FURNISHEDA very well presented 2nd floor, two bedroom flat, located in this well maintained modern block in the heart of Elephant and Castle (Zone 1). Benefiting from un-allocated off street parking and communal gardens. The block is within a 10 min walk to E&C; tube station and approximately 20 mins walk to London Bridge. The accommodation is well laid out with a good size reception/dining room with a rear aspect. The modern fitted kitchen comes complete with all white goods, including fridge/freezer, washer/dryer, microwave, dishwasher and integrated oven, gas hob and extractor hood.The shower room comprises a wash hand basin, WC  and modern shower enclosure with thermostatic shower over. Both bedrooms are doubles, the master bedroom is the larger of the two and benefits from a wall of mirrored wardrobes, the second bedroom is slightly smaller but still big enough for a double bed. There is also a double wardrobe.The property benefits from a bright, neutral decor and has wooden flooring throughout. This flat is ideal for professional sharers, a couple or a single occupant looking for a well located property in Zone 1.Please click on the BROCHURE link below to book a viewing 24/7.",-0.090095,51.493535,18/12/2018,19/12/2018,,,,0.5 mi,0.5 mi,0.5 mi,,,,,,,,,,
42,77613461,"Cadet Drive, Bermondsey, SE1",2 bedroom apartment,https://www.rightmove.co.uk//property-to-rent/property-77613461.html,"£1,452 pcm",,Now,Furnished,Long term,03 December 2018 (15 days ago),,"CITY DOCKLANDS present to market this brand new refurbished two bedroom apartment located in Cadet Drive, SE1. the property is on the ground floor of this popular and secure entry purpose built block and comprises a open plan kitchen/reception, two double bedrooms and a luxury bathroom. Offered furnished.",-0.071042,51.489483,18/12/2018,19/12/2018,0.7 mi,,,,,,,,,,0.7 mi,,1.0 mi,,,
43,68853124,Spa Road Bermondsey SE16,1 bedroom apartment,https://www.rightmove.co.uk//property-to-rent/property-68853124.html,"£1,700 pcm",,Now,"Furnished or unfurnished, landlord is flexible",Long term,03 December 2018 (15 days ago),,"Forming part of the exciting Bermondsey Spa development this generously proportioned one bedroom apartment.This bright and modern apartment off great living space including modern kitchen and bathroom, bright reception room leading to a private balcony and located just moments from the Jubilee Line.",-0.071045,51.496228,18/12/2018,19/12/2018,0.3 mi,,,,,,,,,0.9 mi,,,,,,0.9 mi
44,77605586,"Old Kent Road, London, SE1",2 bedroom flat,https://www.rightmove.co.uk//property-to-rent/property-77605586.html,"£1,452 pcm",,,Furnished,,03 December 2018 (15 days ago),,"A stylish two bedroom flat set on the second floor of a purpose block located just off Old Kent road, SE1. The property boasts a charming reception room opening onto a private balcony, a modern fully fitted kitchen, two bedrooms, a modern bathroom suite and a separate W/C. Further benefits include wood floors, double glazed windows, gas central heating and offers good access to a range of local amenities that old Kent Road has to offer.",-0.071458,51.486433,18/12/2018,19/12/2018,0.9 mi,,,,,,,,1.1 mi,,0.7 mi,,,,,
45,68850103,"Tower Bridge Road, SE1",1 bedroom apartment,https://www.rightmove.co.uk//property-to-rent/property-68850103.html,"£1,408 pcm",,14/01/2019,Furnished,,03 December 2018 (15 days ago),,"A lovely one bedroom apartment located on popular Tower Bridge Road. The accommodation comprises entrance hall with security intercom, bedroom with storage, bathroom with shower over bath and an open plan kitchen through to reception space, plus a Juliette balcony. This apartment is enviably located for Bermondsey Street and Borough whilst there is an array of shops right on your doorstep.  The City is accessible by walking over Tower Bridge. London Bridge station provides Northern and Jubilee Underground lines, plus overground trains including services to Charing Cross, Cannon Street, Blackfriars, Brighton, Bedford, Kent and East Sussex. There is also a River Bus service available from London Bridge City Pier. The apartment is offered furnished and available mid January.",-0.08404,51.495542,18/12/2018,19/12/2018,,0.6 mi,,0.7 mi,,,0.7 mi,,,,,,,,,
46,77601800,"Wordsworth Road, London, SE1",2 bedroom flat,https://www.rightmove.co.uk//property-to-rent/property-77601800.html,"£1,500 pcm",,09/01/2019,Furnished,,03 December 2018 (15 days ago),,"Gordon and Co are delighted to present this spacious Maisonette in the quiet location of Wordsworth Road. The property is entered via a private entrance with stairs leading you to the first floor, which leads you into the separate living room and kitchen. The large living room boasts double height ceilings with plenty of space and feels airy with large windows. The kitchen is a great size with lots overhead storage space, with a dishwasher, and fridge freezer.On the same floor is the second bedroom which is a genuine double room with built in storage and double bed with underneath storage. On the second floor is the master bedroom which is a great size with lots of light from velux windows. The bathroom is found on this level too which is a very good size.The property also benefits from use of a shared front garden and also an allocated residents parking space. The property is perfect for a family or sharers alike.The property is available for viewings now, so do not hesitate in arranging a viewing.offered furnished and available from the 09/01/2019",-0.074898,51.490431,18/12/2018,19/12/2018,0.7 mi,1.1 mi,,,,,,,,,0.9 mi,,,,,
47,68847472,"Newington Causeway, Metro Central Heights",2 bedroom flat,https://www.rightmove.co.uk//property-to-rent/property-68847472.html,"£1,560 pcm",,10/01/2019,"Furnished or unfurnished, landlord is flexible",,03 December 2018 (15 days ago),,"Two bedroom, two bathroom first floor apartment within the South Block of this sought after development . 24 hour concierge reception, communal gardens, indoor heated pool, gym and sauna.Adjacent to Elephant & Castle tube (zone 1, Northern / Bakerloo lines) and Natonal Rail.",-0.099275,51.496105,18/12/2018,19/12/2018,,,,0.1 mi,0.1 mi,0.1 mi,,,,,,,,,,
48,58496973,Great Dover Street,2 bedroom flat,https://www.rightmove.co.uk//property-to-rent/property-58496973.html,"£1,733 pcm",,Now,,,01 December 2018 (17 days ago),,"An ideally located this spacious two double bed-roomed apartment is situated in the heart of London Bridge. Boasting larger than average rooms, south facing balcony, separate kitchen, white walls, wooden floors and contemporary fittings throughout. This property is located in this very well kept purpose built block on the ground floor.For transport London Bridge Station (Northern line, Jubilee line and overground) is minutes away.The many delights of Borough Market and The South-bank are also minutes away.",-0.09138,51.499169,18/12/2018,19/12/2018,,0.2 mi,,,0.5 mi,,0.5 mi,,,,,,,,,
49,68829061,"Stansfeld House, London, SE1",1 bedroom flat,https://www.rightmove.co.uk//property-to-rent/property-68829061.html,"£1,300 pcm",,21/01/2019,Furnished,Short term,01 December 2018 (17 days ago),,"Property Reference: 477136.1 Bed Flat, Stansfeld House, SE1.This 1 bedroom, 1 bathroom flat is available to move in from 21 January 2019.The rent is £1,300.00 per month (£300.00 per week).Property comes furnishedDeposit / Bond is £1,300.00Minimum tenancy is 1 MonthsMaximum number of tenants is 2More details available upon enquiry.Summary & Exclusions:- No DSS / Housing Benefit Applicants- Students welcome to enquire- No Pets, sorry- No Smokers- Family Friendly- Bills Included- Property has parking- No Garden Access- EPC Rating: D  If calling, please quote reference: 477136  Fees:You will not be charged any admin fees.Referencing for tenants only costs £20 each, if requested by the landlord for this property. ** Contact today to book a viewing and have the landlord show you round! ** Request Details form responded to 24/7, with phone bookings available 9am-9pm, 7 days a week.",-0.074252,51.49267,18/12/2018,19/12/2018,0.6 mi,,,,,,,,,,0.8 mi,,1.1 mi,,,
50,67732117,"Chaucer Drive, London SE1",1 bedroom flat,https://www.rightmove.co.uk//property-to-rent/property-67732117.html,"£1,196 pcm
Offers in Region of",,07/11/2019,Part-furnished,Long term,,30 November 2018 (18 days ago),"Chaucer Drive SE1. This spacious one bedroom property is set within a popular private development a short distance from Grange Road. Located within a secure block the property offers good living space throughout and fully furnished.There are many amenities locally such as the Tesco's Extra across the road and great transport links surround the area such as the Cycle Superhighway, local bus routes and Bermondsey underground station being close by! Don't miss out, call our lettings team to arrange a viewing on 02071010235",-0.074076,51.489264,18/12/2018,19/12/2018,0.7 mi,,,,,,,,,,0.9 mi,,1.2 mi,,,
51,77551109,"Alscot Road, London, SE1",2 bedroom apartment,https://www.rightmove.co.uk//property-to-rent/property-77551109.html,"£1,750 pcm",,Now,Furnished,Long term,30 November 2018 (18 days ago),,"CITY DOCKLANDS present to market this two bedroom apartment located on Alscot Road, SE1 with beautiful views overlooking Bermondsey Spa Gardens.",-0.073875,51.494026,18/12/2018,19/12/2018,0.5 mi,,,,,,0.9 mi,,,,0.9 mi,,,,,
52,68473198,"Rotherhithe New Road, Surrey Quays, London, SE16 2BA",1 bedroom flat,https://www.rightmove.co.uk//property-to-rent/property-68473198.html,"£1,153 pcm",,Now,Unfurnished,,,30 November 2018 (18 days ago),"**LANDLORDS CHRISTMAS SALE PRICE REDUCED **We are pleased to offer this spacious, one bedroom apartment. The property features a separate kitchen double bedroom and spacious lounge. Offered to the market as unfurnished and available now.Situated a short walk from both South Bermondsey and Surrey Quays stations.",-0.054319,51.490475,18/12/2018,19/12/2018,,,0.6 mi,,,,,,,,0.2 mi,,0.4 mi,,,
53,68802913,Goodwin Close Bermondsey,2 bedroom flat,https://www.rightmove.co.uk//property-to-rent/property-68802913.html,"£1,550 pcm",,01/01/2019,Unfurnished,Long term,29 November 2018 (19 days ago),,"A nicely presented second floor two bedroomed purpose built flat situated within walking distance of Bermondsey Tube station. The property has a spacious lounge/diner, modern fitted kitchen and refitted shower room. The property is offered to let on an unfurnished basis and there is off street parking available.You enter the block through the communal hall which has stairs leading to second floor and the private entrance to the block. Inside the entrance hall gives access to the lounge/diner and, off it, to the kitchen which has a good range of modern fully fitted wall and base units with an integrated oven and hob, washing machine, dishwasher, microwave and fridge freezer. The main bedroom is carpeted and has an ensuite dressing room with a mirror fronted wardobe and a compact sink and vanity unit.  The small bedroom is also carpeted and has a fitted wardrobe.  There is a separate shower room with a fully enclosed shower cubicle, hand basin and low level WC.The flat is available long term from 1 January 2019Full Description - ACCOMMODATIONCommunal Entrance: hall and stairs leading to second floor andPrivate Entrance: hardwood front doorEntrance Hall: L-shaped, entryphone handsetLounge/diner: 18’3 x 10’6 fitted spotlightsKitchen: 7’6 x 6’2 range of modern fully fitted wall and base units, stainless steel sink and drainer with mixer tap, extractor hood, integrated oven, integrated hob, washing machine, dishwasher, microwave, fridge freezer, part tiled wallsBedroom 1: 11’6 x 8’5 carpeted, open toEnsuite Dressing Room: fitted wardrobe with mirror fronted sliding doors, inset compact sink and vanity unitBedroom 2: 9’3 x 5’9 carpeted,single bed, fitted wardrobe with glass folding door, chest of drawersShower room: 8’4 x 6’9 modern suite comprising fully enclosed shower cubicle, hand basin inset to vanity unit, low level WC suite, part tiled wallsOUTSIDECommunal groundsOff street parking",-0.07128,51.494884,18/12/2018,19/12/2018,0.4 mi,,,,,,,,,0.9 mi,0.9 mi,,,,,
54,77524661,"Oxley Close, London, SE1",2 bedroom flat,https://www.rightmove.co.uk//property-to-rent/property-77524661.html,"£1,430 pcm",,04/01/2019,Unfurnished,,29 November 2018 (19 days ago),,"Gordon & Co present this quietly position two bedroomed apartment located in South Bermondsey.The property comprises a spacious reception room, contemporary fitted semi detatched kitchen, two bedrooms and a modern bathroom. Oxley Close is moments from Borough Market and the River Thames.Local transport links include Bermondsey Station (Jubilee Line), South Bermondsey Station (National Rail) and easy access to the A200 and Rotherhithe Tunnel for routes into London.Available from the 03.02.2018 offered unfurnished",-0.071673,51.489188,18/12/2018,19/12/2018,0.7 mi,,,,,,,,,,0.7 mi,,1.0 mi,,,
55,58442109,"Oxley Close, London, SE1",1 bedroom terraced house,https://www.rightmove.co.uk//property-to-rent/property-58442109.html,"£1,250 pcm
Guide Price",,06/01/2019,Part-furnished,,29 November 2018 (19 days ago),,"RE/MAX Vision are pleased to present this modern house to rent close to central London.Property comprises a open plan kitchen, open plan living room, double bedroom, 3 piece bathroom, private rear garden and parking.This property is conveniently located just a short walk from the main road where there are numerous 24 hour bus links into the West End.  Nearest station is London Bridge & Elephant & Castle.  Local amenities including Tesco, ASDA, Post Office, 24 hour gym, 24 hour off licences and numerous pan asian restaurants.Property will be available to move in from 6th January 2019.Updated photos will be uploaded 1st JanuaryPlease get in touch for more details.",-0.071777,51.489136,18/12/2018,19/12/2018,0.7 mi,,,,,,,,,,0.8 mi,,1.1 mi,,,
56,68790400,"County Street, Elephant & Castle, SE1",1 bedroom flat,https://www.rightmove.co.uk//property-to-rent/property-68790400.html,"£1,599 pcm",,Now,"Furnished or unfurnished, landlord is flexible",,29 November 2018 (20 days ago),,"A beautifully refurbished large one bedroom flat benefitting from a balcony, wooden floors, a fully-integrated kitchen and permit parking. The property further benefits from Nest heating and is ideally located moments from Elephant & Castle station. The flat comprises of a large reception which leads onto a private balcony, an ear-in fully integrated kitchen, a bathroom with a shower over the bath, a separate WC and a large bedroom.",-0.09183,51.49455,18/12/2018,19/12/2018,,,,0.3 mi,0.3 mi,0.3 mi,,,,,,,,,,
57,77497592,"Melbway House, Meadow Street, London, SE1 6BF",2 bedroom flat,https://www.rightmove.co.uk//property-to-rent/property-77497592.html,"£1,750 pcm",,20/12/2018,,,28 November 2018 (20 days ago),,"*RENT FEE FREE WITH L&Q;* A stunning two bedroom apartment within walking distance of Elephant & Castle tube station.  Elephant & Castle is a diverse and vibrant area which has seen considerable redevelopment in recent years. The property is a short walking distance from a variety of shops, restaurants, bars and cafes. There are also excellent transport links near by including the Bakerloo & Northern tube lines, a National rail line & several bus routes giving easy access to all over London. This apartment, is spacious and elegant, with high quality fittings and decor. It benefits from two double bedrooms, a modern bathroom & a spacious open plan kitchen & living room. It also has direct access onto a private balcony, giving stunning views across London. These views can also be seen out the large windows throughout the property which fill the rooms with lots of light. This property is from 20th December 2018 and can provided furnished or unfurnished. Please contact us directly on 020 8853 6937 to arrange an appointment to avoid missing out.Please note the photos shown are of the “show home” and while the specification remains the same the layout and size of the available home may differ",-0.097069,51.49541,18/12/2018,19/12/2018,,,,0.2 mi,0.2 mi,0.2 mi,,,,,,,,,,
58,77250239,"Grange Road, London, SE1",1 bedroom apartment,https://www.rightmove.co.uk//property-to-rent/property-77250239.html,"£1,322 pcm",,,Furnished,Long term,,27 November 2018 (21 days ago),"A one double apartment located on the fifth floor of this popular gated development just moments from Bermondsey Street. The property comprises of one double bedroom, reception, separate kitchen and main bathroom. Bridgeview Court benefits from a daytime porter, secure entry system and lift. London Bridge station and The City are all within easy walking distance. Presented furnished and available now.",-0.080558,51.496114,18/12/2018,19/12/2018,0.7 mi,0.7 mi,,,,,0.7 mi,,,,,,,,,
59,77432102,"Elephant Lane, LONDON",1 bedroom apartment,https://www.rightmove.co.uk//property-to-rent/property-77432102.html,"£1,365 pcm",,14/01/2019,Furnished,,,27 November 2018 (21 days ago),"This large 1 Bedroom is situated in the quite part of Rotherhithe offering, very large reception room, one bathroom, Fully equipped kitchen, available fully furnished, Close to Bermondsey Jubilee Line - 5mis to London Bridge Station. Water & Electric Bills Included.  This large 1 Bedroom is situated in the quite part of Rotherhithe offering, very large reception room, one bathroom, Fully equipped kitchen, available fully furnished, Close to Bermondsey Jubilee Line - 5mis to London Bridge Station. Water & Electric Bills Included.Tenancy Administration Fee £275.00Additional Tenant - £45 per personReferencing Fees (applicant or guarantor) £95.00Deposit Registration Fee £30.00Inventory/Check In Fee - Studio Apartment - £230.00All above Include VAT          Property ref: 121_707_4521259",-0.056446,51.500125,18/12/2018,19/12/2018,,,0.3 mi,,,,,,,0.2 mi,,,,,,0.3 mi
60,68638732,"Bridgeview Court, 19 Grange Road, London, SE1 3BT",1 bedroom flat,https://www.rightmove.co.uk//property-to-rent/property-68638732.html,"£1,322 pcm",,Now,Furnished,Long term,,26 November 2018 (22 days ago),"A well maintained one bedroom, one bathroom apartment in Bridgeview Court, boasting a fantastic City location close to London Bridge and the City.Situated on the fifth floor, the property comprises a spacious lounge with a Juliette balcony, a separate kitchen with integrated appliances and a double sized bedroom. The flat is offered furnished as shown in the pictures. Bridgeview Court is a secure, gated development with 24 hour surveillance for added safety for its residents. It is available to view immediately and ready to move in to.",-0.080423,51.496052,18/12/2018,19/12/2018,0.7 mi,0.7 mi,,,,,0.7 mi,,,,,,,,,
61,77414927,"Cherry Garden Street, London, SE16",1 bedroom flat,https://www.rightmove.co.uk//property-to-rent/property-77414927.html,"£1,352 pcm",,,,,26 November 2018 (22 days ago),,"NBS Estates is pleased to offer for rent a one bedroom flat situated on the first floor. This generously proportioned flat is presented in good condition throughout and comprises of a spacious lounge, double bedroom, fitted kitchen and a bathroom. The property further benefits from double glazing and gas central heating. Cherry Garden Street is located a short walk from the River Thames and provides fantastic transport links. Cherry Garden Street is located a short walk from the River Thames and provides fantastic transport links from Bermondsey Station which is just 2 minutes away. Agency Fees ApplyAdministration fee £200 per propertyReference fee £60 per personCheck out fee 100",-0.061118,51.499302,18/12/2018,19/12/2018,0.1 mi,,,,,,,,,0.4 mi,,,,,,0.4 mi
62,70139711,"St. James's Road, London, SE1",1 bedroom apartment,https://www.rightmove.co.uk//property-to-rent/property-70139711.html,"£1,560 pcm",,28/01/2019,Unfurnished,,26 November 2018 (22 days ago),,"This very large 1 bedroom warehouse conversation is available from late January. Finished to the highest of standards with exposed brick work, communal gardens and plenty of natural light. A stones through away from Bermondsey Station with direct links into the city. Contact Cubix today! Open 7 days a week and happy to accommodate.",-0.066133,51.486345,18/12/2018,19/12/2018,0.8 mi,,,,,,,,,,0.5 mi,,0.9 mi,,,
63,58046037,"Grange Road, SE1",1 bedroom flat,https://www.rightmove.co.uk//property-to-rent/property-58046037.html,"£1,300 pcm",,Now,Furnished,,,26 November 2018 (22 days ago),"Beautiful one bedroom apartment in private development just moments from London Bridge and all local amenities. The property comprises of a spacious reception room with separate kitchen, substantial bedroom and a sleek modern bathroom. The property is offered furnished and has been recently refurbished throughout. Benefits of security phone system, elevator, gated grounds and 24 hour CCTV for your peace of mind. A secure parking is also available for the right price.Grange Road can be found moments from the vibrant Bermondsey Square, Borough Market and Bermondsey Street with an excellent array of cafes, restaurants, bars and boutique shops.",-0.080558,51.496114,18/12/2018,19/12/2018,0.7 mi,0.7 mi,,,,,0.7 mi,,,,,,,,,
64,67670548,"St Saviours Estate, London Bridge, SE1",2 bedroom flat,https://www.rightmove.co.uk//property-to-rent/property-67670548.html,"£1,690 pcm",,,,Long term,,23 November 2018 (25 days ago),"LONG LET. This spacious two bedroom top-floor flat boasts a large reception room with space-to-dine, well equipped fitted kitchen, lovely private balcony and a fantastic location close to London Bridge.St Saviours Estate is well situated close to the riverside amenities of Tower Bridge and the South Bank with Shad Thames offering a superb selection of restaurants and bars as well as being within easy reach of London Bridge Station.",-0.077745,51.497214,18/12/2018,19/12/2018,0.6 mi,0.7 mi,,,,,0.6 mi,,,,,,,,,
65,38202190,"Weald Close,London,SE16",2 bedroom apartment,https://www.rightmove.co.uk//property-to-rent/property-38202190.html,"£1,387 pcm",,,Furnished,Long term,22 November 2018 (26 days ago),,"Greenleaf Property Services are delighted to offer to let this two bedroom third floor apartment located in Bermondsey. Accommodation comprises of modern kitchen, living room, modern bathroom, and two bedrooms. Benefits include being fully furnished, double glazing, and one parking space and is with in a short walk of South Bermondsey Station  Sorry Housing Benefit and Pets are not accepted at this property 'Please note that administration fees are charged in addition to the rent and security deposit. Please contact our Lettings Team who will confirm the total costs involved in renting this property.'",-0.062193,51.487539,18/12/2018,19/12/2018,0.7 mi,,,,,,,,,,0.3 mi,,0.7 mi,,,
66,76115717,"The Circle, Queen Elizabeth Street, London",1 bedroom flat,https://www.rightmove.co.uk//property-to-rent/property-76115717.html,"£1,690 pcm",,Now,Unfurnished,Long term,22 November 2018 (26 days ago),,"A unique split level mezzanine apartment situated within this popular Shad Thames development. The property compromises of reception/dining room, private balcony, separate kitchen, modern bathroom and a mezzanine level bedroom.Shad Thames is a unique area stepped in history and character situated along the south side of the River Thames. The area is home to London’s most iconic landmark, Tower Bridge and is within the vicinity of many attractions such as The Shard, Tate Modern and Tower of London. Shad Thames boasts a variety of bars and restaurants and is a short walk to the delights of Bermondsey Street, Maltby Street & Borough markets. Although The City is within walking distance the area is well connected with excellent transport links via London Bridge & Tower Hill stations as-well as the river taxi.",-0.074715,51.50145,18/12/2018,19/12/2018,0.5 mi,,,,,,0.5 mi,,,,,,,,0.6 mi,
67,73699640,"Trafalgar Avenue, London, SE15",1 bedroom flat,https://www.rightmove.co.uk//property-to-rent/property-73699640.html,"£1,200 pcm",,,"Furnished or unfurnished, landlord is flexible",Long term,,22 November 2018 (26 days ago),"One bedroom flat newly finished and available for rent! This property is great inside and out, benefiting from fantastic links into Central London, excellent bus routes in and out of London, and plenty of nearby train and tube stations (as well as the Bakerloo line extension coming soon) Asda and Tesco superstores are a short walk away, as is the delightful Burgess Park. Perfect people looking to live in London at a reasonable price, this flat will go quick!",-0.073936,51.485754,18/12/2018,19/12/2018,0.9 mi,,,,,,,,1.1 mi,,0.9 mi,,,,,
68,57739470,Blake Court Stubbs Drive,1 bedroom flat,https://www.rightmove.co.uk//property-to-rent/property-57739470.html,"£1,192 pcm",,Now,,,,20 November 2018 (28 days ago),"This beautiful very well-presented one double bedroomed apartment is situated on the third floor  (Top ) in this small very well kept modern development. Bright and airy with neutral decor throughout and designated parking space.  This lovely apartment is set within the much sort-after South Bermondsey area, just moments from the station. This beautiful development is located on a a quiet residential street.Offering well proportioned rooms, recently redecorated with a modern open plan  kitchen reception room, stylish bathroom and good sized bedroom.South Bermondsey station is  a few minutes walkaway and Bermondsey Station (Jubilee Line) is also accessible, both offering direct links to London Bridge, Canary Wharf and beyond .There are also excellent and frequent buses offering options both in and out of central London.Locally you have various shops and large supermarkets on your doorstep.",-0.059132,51.488388,18/12/2018,19/12/2018,0.7 mi,,,,,,,,,,0.2 mi,,0.6 mi,,,
69,68626834,"Elephant Lane, Rotherhithe, SE16",1 bedroom flat,https://www.rightmove.co.uk//property-to-rent/property-68626834.html,"£1,450 pcm",,Now,Furnished,,20 November 2018 (28 days ago),,"Housing Benefit Tenants: NoOwner's Position on Pets: None my-let reference for enquiries: 2220G9  Making Enquiries Complete the form or call us on the number on this page (no need for both). Once you've completed the form, we'll email you straight back or if calling, quote our property reference, 2220G9 along with the full address, including the area. 1 Bed Flat in Historic, Riverside Area of Rotherhithe This cool, furnished, 1st floor flat is in a quiet backwater of residential Rotherhithe. Triple glazed windows and patio doors. Washing machine, fridge, dishwasher, electric radiators, underfloor heating to bathroom/shower-room...all with plenty of storage.The flat is situated just 50m from The River Thames, with balcony views over-looking the lovely local park and just 5 mins stroll along the river to the historic Mayflower pub.The flat has it`s own private parking and is 5 mins walk to local underground stations with direct links into The City and Central London Dimensions Bedroom 2.7m x 2.7mBathroom 1.8m x 1.8mEntrance Hallway 1.6m x 1.8mLiving room 4.3m x 4.1mKitchen 3.59m Application Fees No Tenant FeesDeposit: £1,750 Making Enquiries Complete the form or call us on the number on this page (no need for both). Once you've completed the form, we'll email you straight back or if calling, quote our property reference, 2220G9 along with the full address, including the area.",-0.055877,51.500564,18/12/2018,19/12/2018,,,0.3 mi,,,,,,,0.2 mi,,,,,,0.3 mi
70,58228737,"Grange Road, London, SE1",2 bedroom apartment,https://www.rightmove.co.uk//property-to-rent/property-58228737.html,"£1,499 pcm",,,Furnished,,19 November 2018 (29 days ago),,Atkinson Mcleod is pleased to bring to the market this stunning split level apartment on Grange Road in Bermondsey.  The apartment has just had a re-paint and is available immediately. The apartment offers two good size double bedrooms a very nice bathroom and huge open plan living room. Call our Lettings team today to book in your viewing. Our Ref: CTL180981,-0.075944,51.494527,18/12/2018,19/12/2018,0.6 mi,0.9 mi,,,,,0.9 mi,,,,,,,,,
71,58228734,"Chaucer Drive, London, SE1",2 bedroom apartment,https://www.rightmove.co.uk//property-to-rent/property-58228734.html,"£1,517 pcm",,,Furnished,,19 November 2018 (29 days ago),,"Two bedroom one bathroom flat in Bermondsey,  a great choice for a couple or two sharers!!This property is available soon at a bargain rent and within easy commute of the city or West End. Early viewing recommended! Stock is going quickly! Our Ref: CTL180980",-0.074275,51.489572,18/12/2018,19/12/2018,0.7 mi,,,,,,,,,,0.9 mi,,1.2 mi,,,
72,58119879,Burbage Close,2 bedroom flat,https://www.rightmove.co.uk//property-to-rent/property-58119879.html,"£1,668 pcm",,Now,,,15 November 2018 (33 days ago),,"This stylish and redecorated two bedroomed apartment boasts size, quality and location. Situated on the top (third) floor of this very well looked after ex-local authority building.Boasting a larger than average stylish kitchen reception room, two generous sized double bedrooms, contemporary bathroom with walk in shower and charming private balcony. Transport links are plentiful with Borough Tube Station (Northern Line) and London Bridge Tube and Train Station (Jubilee Line, Northern Line and London Overground) being in close proximity. The delights of Borough market and Bermondsey Street  are within walking distance.",-0.088522,51.495165,18/12/2018,19/12/2018,,0.5 mi,,0.5 mi,,0.5 mi,,,,,,,,,,
